Location name,Amount spent (CHF)
Aargau,361
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,302
Basel-Landschaft,121
Bern,518
Canton of Geneva,661
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,259
Fribourg,225
Graubünden,≤100
Jura,≤100
Luzern,226
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,140
Solothurn,144
Thurgau,135
Ticino,113
Unknown,≤100
Uri,≤100
Valais,178
Vaud,384
Zug,≤100
Zürich,1157
