Location name,Amount spent (ARS)
Buenos Aires,4301986
Catamarca,114961
Chaco,106354
Chubut,496355
Ciudad Autónoma de Buenos Aires,797551
Corrientes,76093
Córdoba,3418934
Entre Rios,1034770
Formosa,27701
Jujuy,66072
La Pampa,68475
La Rioja,34563
Mendoza,98532
Misiones,56450
Neuquén,40284
Río Negro,132487
Salta,74229
San Juan,64297
San Luis,104602
Santa Cruz,169368
Santa Fe,9618377
Santiago del Estero,39338
Tierra del Fuego,22986
Tucuman,59983
Unknown,142
