Location name,Amount spent (VEF)
Amazonas,72500
Anzoátegui,5750876
Apure,515000
Aragua,3404999
Barinas,3799999
Bolívar (state),1750000
Capital District,18750000
Carabobo,9729997
Cojedes,335000
Delta Amacuro,117500
Falcón,1750000
Guárico,592500
Lara,7994998
Miranda (state),4500876
Monagas,3500000
Mérida,5000000
Nueva Esparta,500000
Portuguesa,857500
Sucre,500000
Trujillo,750000
Táchira,7750000
Unknown,≤100
Vargas,1170000
Yaracuy,1250000
Zulia,12250876
