Location name,Amount spent (PKR)
Azad Kashmir,1356
Balochistan,2384
Federally Administered Tribal Areas,498
Gilgit-Baltistan,997
Islamabad Capital Territory,2431
Khyber Pakhtunkhwa,11079
Punjab,42597
Sindh,13219
Unknown,≤100
