Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
1571061213111533,GlobeICON,Globe Telecom,2998,1
555503991321280,Geraldine Roman,Sulong Pilipinas,2477,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2425,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,2199,12
1566478310240623,Francis Tolentino,Francis Tolentino PH,1976,4
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1952,1
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,1732,11
495629064258114,Lolita Karen Javier,Amor U. Nacional,1718,3
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1506,1
263574640376933,Philippine Legislators' Committee on Population and Development,PLCPD,1457,1
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1183,19
100170811672425,Kyusi,WFPH,1141,11
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,1141,4
100668628818013,Bim Ignacio,Ma Angela Escalona Ignacio,1101,1
110985836193,Loren Legarda,Clutch Media,1019,1
156752721080952,Sonny Angara,Sonny Angara,945,1
186667502068528,Larry De Costa,WFPH,934,8
969917173120995,Susan Yap,Sulong Pilipinas,705,1
154386154617,WWF-Philippines,WWF-Philippines,667,3
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,667,6
1452648134951782,Local Government Unit of Solano,Tyrone Joy Galasinao Dagdag,664,6
1462101314018879,Congressman Arnie A.Teves,Teves Cares,648,1
882433785480661,"Adrian Jay ""AJ"" Advincula",Klaeford Crispin,625,1
705660422953865,About Metro Pacific,WFPH,598,6
103415108726472,Pareng Mike Yatco,Michael Gerard Thomas P. Yatco,538,1
115523356483670,ACT NCR Union,These ads ran without a disclaimer,500,1
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,492,1
529901257160994,Paz Radaza,Klin Mar Mejo,490,1
