Location name,Amount spent (AUD)
Australian Capital Territory,730
Jervis Bay Territory,≤100
New South Wales,14218
Norfolk Island,≤100
Northern Territory,420
Queensland,10584
South Australia,4037
Tasmania,1024
Unknown,≤100
Victoria,15643
Western Australia,4858
