Location name,Amount spent (NOK)
Akershus,20948
Aust-Agder,4078
Buskerud,8937
Finnmark,4451
Hedmark,6545
Hordaland,14879
Møre og Romsdal,7440
Nord-Trøndelag,4604
Nordland,11562
Oppland,6321
Oslo,35305
Rogaland,14389
Sogn og Fjordane,2748
Sør-Trøndelag,10882
Telemark,6349
Troms,7671
Unknown,≤100
Vest-Agder,6804
Vestfold,7441
Østfold,8921
