Location name,Amount spent (AUD)
Australian Capital Territory,868
Jervis Bay Territory,≤100
New South Wales,13839
Norfolk Island,≤100
Northern Territory,375
Queensland,10857
South Australia,3107
Tasmania,1178
Unknown,≤100
Victoria,18095
Western Australia,5189
