Location name,Amount spent (USD)
Alabama,14829
Alaska,3002
Arizona,29046
Arkansas,9071
California,106684
Colorado,16513
Connecticut,7704
Delaware,4140
Florida,75565
Georgia,32703
Guam,≤100
Hawaii,3397
Idaho,6654
Illinois,35940
Indiana,21722
Iowa,16872
Kansas,12094
Kentucky,14109
Louisiana,16414
Maine,3711
Maryland,21504
Massachusetts,19924
Michigan,38868
Minnesota,16363
Mississippi,17555
Missouri,19344
Montana,4990
Nebraska,7029
Nevada,14522
New Hampshire,7517
New Jersey,29199
New Mexico,7015
New York,53963
North Carolina,41261
North Dakota,4472
Northern Mariana Islands,≤100
Ohio,45155
Oklahoma,16914
Oregon,13383
Pennsylvania,46765
Puerto Rico,≤100
Rhode Island,2696
South Carolina,21230
South Dakota,2438
Tennessee,23457
Texas,107956
Unknown,106
Utah,12717
Vermont,1682
Virginia,29145
Washington,21775
"Washington, District of Columbia",7755
West Virginia,7166
Wisconsin,18261
Wyoming,1812
