Location name,Amount spent (MYR)
Johor,965
Kedah,5262
Kelantan,2767
Kuala Lumpur,3209
Labuan,≤100
Malacca,638
Negeri Sembilan,3911
Pahang,475
Penang,4852
Perak,1492
Perlis,135
Putrajaya,186
Sabah,464
Sarawak,472
Selangor,25046
Terengganu,2071
Unknown,≤100
