Location name,Amount spent (AUD)
Australian Capital Territory,2587
Jervis Bay Territory,≤100
New South Wales,27635
Norfolk Island,≤100
Northern Territory,878
Queensland,21788
South Australia,7579
Tasmania,2957
Unknown,≤100
Victoria,24624
Western Australia,12014
