Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
568928239883450,The Times Of A Better India,The Times Of A Better India,54591,14
108777655527686,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,45295,59
105311899249332,Corruption Nath,corruptionnath.com,41060,38
109937650579639,discovery+,discovery+,36614,38
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,24794,32
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,23716,8
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),23601,78
109545244848137,Crafto,Kutumb App,22650,18
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,22227,22
132689140088396,smilefoundation,smilefoundation,21957,48
104211439033799,Jagane Kavali,Jagane Kavali,20142,57
1521106071438318,CMO Chhattisgarh,Clarion IT,15997,5
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,15769,42
100336009730408,Commissioner of Labour,Commissioner of Labour,15222,21
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,14676,11
101284456085904,Team Jagananna,Team Jagananna,14243,10
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,12172,38
150106531736299,BJP West Bengal,Bharatiya Janata Party (BJP),11393,31
349222085840969,Youth in Politics,Indian Political Action Committee,11247,4
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,10718,22
103782051383159,School of Politics,School of Politics,10411,24
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,10293,34
21169267101,Give,Give,10086,24
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,10060,11
330760810293224,HelpAge India,HelpAge India,10058,23
100214233049145,Minority Development Department Maharashtra,Minority Development Department Maharashtra,9771,14
30290552843,Greenpeace India,Greenpeace Environment Trust,9528,29
1521106071438318,CMO Chhattisgarh,IVS Corporation,9498,2
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,9479,13
105394228800785,Ganta Narahari,Digital Dhaba,9438,6
114233898263244,Indian Compass Videos,theindiancompass.com,8827,183
841171029605948,India News,India News,8671,21
698096280212576,Bhatti Vikramarka Mallu,Bhatti Vikramarka Mallu,8449,48
101713962007976,Amrit Mahotsav,Amrit Mahotsav,8336,8
30702412762,NewsX,NewsX,8247,25
270666596375251,Jhatkaa.org,Jhatkaa.org,7801,23
104516512296314,Kartikeya Sharma,Kartikeya Sharma,7780,14
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,7305,13
1399553863632546,Kolan Hanmanth Reddy,Kolan Hanmanth Reddy,7229,18
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),6857,36
544920495569144,CP Joshi,CP Joshi,6490,3
228053777220961,Daily Ajit,Daily Ajit,6192,37
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,6112,4
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,5884,21
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,5411,13
101437656247049,Modi Quotes,Modi Quotes,5151,11
108102345201383,Pappu Gappu - पप्पू गप्पू,Pappu Gappu - पप्पू गप्पू,5139,14
237787573018376,Ram Mohan Naidu Kinjarapu,Politics for Impact,5129,3
165714096933078,Piyush Goyal,Piyush Goyal,4866,2
605390272841833,Shrirang Appa Barne,The Social,4469,6
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,4325,16
115369948216654,शासन आपल्या दारी - Shasan Aaplya Dari,Inuxu Digital Media Technologies Private Limited,4276,13
897056127025640,InKhabar,InKhabar,4224,12
404746486258732,Project Nanhi Kali,Project Nanhi Kali,4209,9
111206501838435,Master Travel Education,Master Travel Education,4204,2
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,4197,4
248431212597208,MP बोले फिर भाजपा,MP बोले फिर भाजपा,4176,18
245708465537707,Bhupesh Baghel,Bhupesh Baghel,4153,2
101414632677370,The Fourth,The Fourth,4116,3
104456999248953,Rajasthan Ro Gaurav Vasundhara,Rajasthan Ro Gaurav Vasundhara,4009,28
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,3906,1
1557361624498223,Sunny Nimhan,Sunny Nimhan,3901,4
107334185444129,Charitism Global,Charitism Global,3849,2
20386543316,WWF-India,WWF-India,3658,1
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3650,2
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,3563,4
104736419210593,PACE INDIA,PACE INDIA,3438,6
1503863456597524,Chandrakant Patil,Chandrakant Patil,3424,2
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,3352,14
123297034088243,Bhag Bhajpa Ke,Bhag Bhajpa Ke,3253,1
2015254388750490,Brahman Monk,Adv Tech,3211,3
100593272504732,Brand Flex : Business Post & Festival Images,These ads ran without a disclaimer,3087,9
797927846899300,Flag Foundation of India,Flag Foundation of India,3079,6
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,3056,3
142752549111246,Construction World Magazine,Asapp Info Global Services Pvt. Ltd,3009,7
123405501008524,Mercedes-Benz India,Mercedes-Benz India,2906,1
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,2886,4
105209472211637,Voice of Andhra,Voice of Andhra,2705,9
1742889082665547,BJP Mizoram,Bharatiya Janata Party,2576,19
102519939308428,टीम: संजय कुमार झा,Summit Polcom,2546,2
301902473766068,முதல்வன் OPS,முதல்வன் OPS,2533,30
390976557590103,I Support Narendra Modi,I Support Narendra Modi,2530,7
821027488002818,Focal Skill,Focal Skill Development Private Limited,2519,5
315603771494,Milaap,These ads ran without a disclaimer,2509,10
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,2508,15
388224945142881,Banglar Gorbo Mamata,Indian Political Action Committee,2507,13
479998865355592,Aditya Birla Group,Aditya Birla Group,2421,2
424429107582290,BJP Gujarat,BJP Gujarat,2401,46
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Eknath Shinde - एकनाथ संभाजी शिंदे,2377,1
189271178483352,Five Lotus Indo German,Five Lotus Indo German,2277,16
102177112507392,Aapanna Hastham,Aapanna Hastham,2263,20
117862321216853,ਸੂਝਵਾਨ ਪੰਜਾਬ - Soojhwan Punjab,Rise Solution,2224,15
296002831234834,Swapnil Kothari,Swapnil Kothari,2219,2
1785302198354679,Dr. Somendra Tomar,Dr. Somendra Tomar,2166,13
102710789362482,सनातनी शिवराज,सनातनी शिवराज,2162,3
119050504504279,Jitendra Patel,Digi Plasia,2141,4
347337386104390,Ramachandra Yadav,Ramachandra Yadav,2070,3
395658807511230,International Automobile Centre of Excellence,International Automobile Centre of Excellence (iACE),2035,2
221256415973730,Ankuram IVF,Ankuram IVF,2027,5
108035561152933,Maha Awaas,Maha Awaas,2024,1
578430339598121,Lalit Panwar,Lalit Panwar,2019,19
290805814352519,Aam Aadmi Party,Aam Aadmi Party,2016,6
121669029226768,MTV Nishedh,MTV Staying Alive Foundation,1997,3
118837474478228,Northeast With NaMo,Northeast With NaMo,1997,56
106346261092387,విద్యార్థుల రాజకీయ పార్టీ,విద్యార్థుల రాజకీయ పార్టీ,1994,2
667560657014524,Mahendra Singh Solanki,Swanit Infotech,1993,1
100735178208398,Udyami India,Samadhan Samiti,1991,2
