Location name,Amount spent (AUD)
Australian Capital Territory,563
Jervis Bay Territory,≤100
New South Wales,20348
Northern Territory,226
Queensland,7436
South Australia,2186
Tasmania,1045
Unknown,≤100
Victoria,8219
Western Australia,2609
