Location name,Amount spent (NZD)
Auckland Region,6078
Bay of Plenty Region,1231
Canterbury,2277
Cook Islands,≤100
Gisborne District,173
Hawke's Bay,682
Manawatu-Wanganui,1044
Marlborough Region,189
Nelson Province,316
Niue,≤100
Northland Region,718
Otago,824
Southland,371
Taranaki,448
Tasman District,176
Tokelau,≤100
Unknown,≤100
Waikato,1453
Wellington Region,1752
West Coast,126
