Location name,Amount spent (CAD)
Alberta,6151
British Columbia,9697
Manitoba,2625
New Brunswick,1124
Newfoundland and Labrador,442
Northwest Territories,≤100
Nova Scotia,976
Nunavut,≤100
Ontario,15422
Prince Edward Island,128
Quebec,9414
Saskatchewan,1787
Unknown,≤100
Yukon,≤100
