Location name,Amount spent (USD)
Alabama,7232
Alaska,1909
Arizona,19939
Arkansas,5633
California,72908
Colorado,11857
Connecticut,6611
Delaware,1775
Florida,44496
Georgia,18384
Guam,≤100
Hawaii,2998
Idaho,5907
Illinois,23570
Indiana,14978
Iowa,13555
Kansas,5358
Kentucky,8234
Louisiana,11530
Maine,3010
Maryland,15755
Massachusetts,10992
Michigan,19237
Minnesota,21902
Mississippi,5160
Missouri,11434
Montana,2644
Nebraska,2899
Nevada,5564
New Hampshire,2775
New Jersey,15906
New Mexico,4063
New York,43396
North Carolina,18403
North Dakota,1085
Northern Mariana Islands,≤100
Ohio,18283
Oklahoma,7429
Oregon,10058
Pennsylvania,26609
Puerto Rico,≤100
Rhode Island,1522
South Carolina,9626
South Dakota,1266
Tennessee,12669
Texas,51492
Unknown,≤100
Utah,7629
Vermont,1515
Virgin Islands (U.S.),≤100
Virginia,23483
Washington,15677
"Washington, District of Columbia",9210
West Virginia,3846
Wisconsin,9419
Wyoming,1062
