Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,205214,115
115518501869633,Axis Bank,Axis Bank,190314,6
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,114507,115
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,86475,129
101450529671208,Saalu Dora Selavu Dora,selavudora.com,49843,121
109545244848137,Crafto,Kutumb App,47818,20
109937650579639,discovery+,discovery+,38082,23
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,29960,28
245708465537707,Bhupesh Baghel,Bhupesh Baghel,27304,3
201603136706772,DPR Chhattisgarh,IVS Corporation,24459,5
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),23823,49
797927846899300,Flag Foundation of India,Flag Foundation of India,23137,30
132689140088396,smilefoundation,smilefoundation,21452,31
544920495569144,CP Joshi,CP Joshi,20787,14
121439954563203,Bharatiya Janata Party (BJP),Bharatiya Janata Party (BJP),19947,6
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,18927,22
112058781694921,Fiigs India,Lebhaari,16870,21
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,13546,14
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,12433,17
479998865355592,Aditya Birla Group,Aditya Birla Group,12274,14
270666596375251,Jhatkaa.org,Jhatkaa.org,11164,29
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,9720,20
347337386104390,Ramachandra Yadav,Ramachandra Yadav,9624,4
105227744394264,Sadhana News U.P,Sadhana News U.P,9540,10
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,9474,3
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,8878,22
103782051383159,School of Politics,School of Politics,8609,24
805526169610318,Shubhashray Housing India,shubhashray housing india,8405,10
118554107945158,"Badlenge Sarkar, Badlenge Bihar",badlengesarkarbadlengebihar.com,7726,59
123405501008524,Mercedes-Benz India,Mercedes-Benz India,7638,5
1661884924095986,Sajjan Singh Verma,Sajjan Singh Verma,7420,30
442710802417591,Baljeet Yadav,Baljeet Yadav,7373,6
528307847248802,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,6948,35
168844210526885,भाजपा किसान मोर्चा,Bharatiya Janata Party,6702,41
114233898263244,Indian Compass Videos,theindiancompass.com,6678,92
160271429148070,Vikram Goud,Vikram Goud,6650,4
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,6605,39
100214898257722,Bhak Budbak - भक बुड़बक,Bhak Budbak - भक बुड़बक,6362,73
101923919655502,I Support UCC,Sigma Heroes Enterprises,6319,5
1134675723239978,Shri Venkateshwara University,Shri Venkateshwara University,5976,3
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,5971,20
102973272373231,Madhya Pradesh CM Report Card,Madhya Pradesh CM Report Card,5880,14
21169267101,Give,Give,5429,12
30290552843,Greenpeace India,Greenpeace India Society,5194,24
108492911417034,Satyam Srirangam - INC,Satyam Srirangam - INC,5175,14
147699975283367,Ranajagjitsinha Patil,Trimurti Techserv Pvt. Ltd.,5160,2
110402195457221,देवभूमि के धामी,Devbhoomi Ke Dhami,5084,1
101437656247049,Modi Quotes,Modi Quotes,5057,11
330760810293224,HelpAge India,HelpAge India,4925,34
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,4906,8
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),4745,38
131008353232245,महाराष्ट्राचा विश्वास - एकनाथ,Shinde Sahab Fans,4604,7
104357142124794,Way2News Tamil Nadu,These ads ran without a disclaimer,4592,3
127418046946464,Poster Nation,Poster Nation,4586,9
132689140088396,smilefoundation,Smile Foundation,4583,7
710237479112855,Venkateshwara Group of Institutions,Venkateshwara Group of Institutions,4571,1
165714096933078,Piyush Goyal,Piyush Goyal,4518,2
128167023599882,Saran Vaddevalli,Saran Vaddevalli,4463,3
107721289005515,धामी का विकल्प रहित संकल्प,धामी का विकल्प रहित संकल्प,4344,2
183824978467083,Rao Inderjit Singh,Rao Inderjit Singh,4234,4
109868628369174,कांग्रेस मुक्त मध्य प्रदेश,कांग्रेस मुक्त मध्य प्रदेश,4180,13
315939825251963,Vidya Sagar Karnati,Vidya Sagar Karnati,4160,1
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,4088,4
105856108971005,Shiv Rajya,Shiv Rajya,4032,15
104915615361658,Hamar Bhupesh Kakka - हमर भूपेश कका,Think First,3995,13
201603136706772,DPR Chhattisgarh,SHREERAM ADVERTISING AND MARKETING,3770,1
107349862428436,WOW Women Awards 2023,Vyanka india,3764,6
1614689125343644,SILAII,SILAII,3722,7
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,3685,10
101781849557465,Mahaveer Katariya,Mahaveer Katariya,3684,9
116268254861093,संत रविदास यात्रा,Graviti,3653,35
111812031931431,Jan Samman Jai Rajasthan,Jan Samman Jai Rajasthan,3623,9
239465686127772,Jakkidi Prabhakar Reddy,Dominate Digital World,3519,3
104671205675253,Patrika Foundation,Patrika Foundation,3460,20
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,3446,13
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),3425,60
102707962091936,BRM KTR Fans,BRM KTR Fans,3395,17
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,3360,4
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Eknath Shinde - एकनाथ संभाजी शिंदे,3296,4
105927732073049,Pandiri Nagireddy,Pandiri Nagireddy,3125,2
107414168269023,Telangana Atma Gouravam,Telangana Atma Gouravam,3123,14
108102345201383,Pappu Gappu - पप्पू गप्पू,Pappu Gappu - पप्पू गप्पू,3114,8
115738097780657,लाडके मुख्यमंत्री- एकनाथ शिंदे,लाडके मुख्यमंत्री- एकनाथ शिंदे,2991,4
106929185529603,Vishnu Kumar Meena,Vishnu Kumar Meena,2920,13
384000501947350,Devendra Yadav,Think First,2919,6
107011868950890,মোদীৰ সৈতে অসম,মোদীৰ সৈতে অসম,2893,39
544607612271308,Surjeet Chaddha,Surjeet Chaddha,2889,8
444465999456731,योगेश्वर राजू सिन्हा,योगेश्वर राजू सिन्हा,2851,6
403923250035397,Murli Ram Gurjar,Murli Ram Gurjar,2839,3
106067217612056,Bhumana Abhinay,Bhumana Abhinay,2788,8
1464414077034071,BJP ST Morcha,BJP ST Morcha,2772,1
105040639000304,Political Junction India,Political Junction India,2756,6
110705114787995,Dr. Swapna Verma,Dr. Swapna Verma,2710,5
109213711234020,मी एकनाथ समर्थक,Shinde Sahab Fans,2688,6
101038879308594,Abhijeet Deshmukh,Abhijeet Deshmukh,2677,11
118837474478228,Northeast With NaMo,Northeast With NaMo,2662,61
105919999093332,Varta24/वार्ता 24,Varta24/वार्ता 24,2632,4
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,2617,3
922534064468145,Capt. Meenu Beniwal,Capt. Meenu Beniwal,2595,4
568928239883450,The Times Of A Better India,The Times Of A Better India,2587,4
221256415973730,Ankuram IVF,Ankuram IVF,2585,7
128167023599882,Saran Vaddevalli,KATE Technologies,2574,6
537021156329658,Sukhbir Singh Jaunapuria,Sukhbir Singh Jaunapuria,2570,1
516576275094648,BJP Assam Pradesh,Bharatiya Janata Party (BJP),2563,28
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,2558,1
108651838935342,P L Raja Mandhwani,Digitix Media,2506,7
505327936635830,Ashok Chandak,Ashok Chandak,2481,19
112652058517182,डॉ. विकास जैफ फाउंडेशन,डॉ. विकास जैफ फाउंडेशन,2436,12
105394228800785,Ganta Narahari,Digital Dhaba,2419,2
108031222313207,इंदौरी भिया,इंदौरी भिया,2395,8
108923765470906,Bharat Jagruthi - भारत जागृति,Bharat Jagruthi - भारत जागृति,2391,6
101045222624702,Need your help,Need your help,2363,4
119377624446965,Gully Politics,Gully Politics,2354,11
639252199805894,Andela Sriramulu Yadav,Andela Sriramulu Yadav,2351,14
1978240835728263,Virendra Sharma Hawamahal,Virendra Sharma Hawamahal,2341,12
348786758473663,Ashok Singh,PARAOJHI SOLUTION LLP,2283,1
104415139290895,मी मराठी - Me Marathi,Me Marathi,2272,4
1384169104959232,Sardarbhai Chaudhari - BJP,Sardarbhai Chaudhari - BJP,2265,6
102715296085726,Neta Ji,Awesomebyte,2244,3
102584546049699,Kamal Nahi Kamalnath,Kamal Nahi Kamalnath,2226,7
271925582604,Citizens For Justice and Peace,Citizens for Justice and Peace,2152,8
100323604995836,Ramdas Patil,Ramdas Patil,2124,5
242854309081857,Hanuman Beniwal,Hanuman Beniwal,2118,1
107641038768883,Kartavyam Nasha Mukti Kendra,Kartavyam Nasha Mukti Kendra,2103,4
282198256011533,PM Narendra Swamy,PM Narendra Swamy,2096,1
1328641770614516,Manoj Kotak,Manoj Kotak,2086,3
138323482894268,Taruni,Taruni,2086,11
108122750692155,Dhanpal Suryanarayana,Dhanpal Suryanarayana,2068,1
111794268600402,ग्वालियर की गूंज,ग्वालियर की गूंज,2067,6
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,2067,1
667560657014524,Mahendra Singh Solanki,Swanit Infotech,2062,1
105147161396958,Saroj Karwasra,Saroj Karwasra,2055,8
