Location name,Amount spent (NOK)
Akershus,10191
Aust-Agder,1350
Buskerud,4959
Finnmark,3231
Hedmark,3947
Hordaland,9341
Møre og Romsdal,4285
Nord-Trøndelag,2586
Nordland,9177
Oppland,3693
Oslo,17704
Rogaland,6157
Sogn og Fjordane,1317
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,7143
Telemark,3958
Troms,5055
Unknown,≤100
Vest-Agder,3105
Vestfold,3952
Østfold,5525
