Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,5855,7
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,3544,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,3061,1
737169626371453,Stundin,Stundin,2873,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2583,2
154893001218870,ADHD samtökin,ADHD samtökin,2519,6
105986171646268,Diljá Mist,Diljá Einarsdóttir,1940,1
106979180938014,Samstöðin,Samstöðin ehf,1500,2
202456013104343,Sjálfstæðisflokkurinn í Reykjanesbæ,Sjálfstæðisflokkurinn í Reykjanesbæ,1068,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,903,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,676,2
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,584,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,545,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,498,8
77144867225,Norræna húsið  The Nordic House,These ads ran without a disclaimer,183,1
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,117,1
103814352620250,Wiadomość dnia,These ads ran without a disclaimer,≤100,1
107591172236580,Тема Недели,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
23565920773,Shakespeare's Globe,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
100194566291833,The Andy Warthog,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,1
