Location name,Amount spent (TWD)
Changhua,4145
Chiayi,917
Hsinchu,2084
Hsinchu City,4066
Hualien,1526
Kaohsiung,15604
Keelung City,1948
Kinmen,232
Lienchiang,≤100
Miaoli,2150
Nantou,5802
New Taipei City,28546
Penghu,602
Pingtung,2852
Taichung,17573
Tainan,10006
Taipei,26422
Taitung,904
Taoyuan City,16890
Unknown,2040
Yilan,1567
Yunlin,2829
