Location name,Amount spent (CLP)
Antofagasta Region,193954
Araucanía Region,266658
Arica y Parinacota Region,77145
Atacama Region,71848
Aysén Region,45574
Bío Bío Region,553523
Coquimbo Region,219582
Los Lagos Region,284272
Los Ríos Region,108257
Magallanes y la Antártica Chilena Region,72883
Maule Region,248893
O'Higgins Region,192912
Santiago Metropolitan Region,3024606
Tarapacá Region,84734
Unknown,2486
Valparaíso Region,597593
