Location name,Amount spent (CLP)
Antofagasta Region,1162116
Araucanía Region,4424593
Arica y Parinacota Region,732684
Atacama Region,783855
Aysén Region,438429
Bío Bío Region,2617531
Coquimbo Region,1606152
Los Lagos Region,1083393
Los Ríos Region,716910
Magallanes y la Antártica Chilena Region,851448
Maule Region,2443880
O'Higgins Region,2664261
Santiago Metropolitan Region,10986200
Tarapacá Region,716403
Unknown,562
Valparaíso Region,6991040
