Location name,Amount spent (VEF)
Amazonas,232500
Anzoátegui,7007556
Apure,1252053
Aragua,8023389
Barinas,3004533
Bolívar (state),6764480
Capital District,27537404
Carabobo,12318738
Cojedes,1000907
Delta Amacuro,500907
Falcón,3446559
Guárico,2607460
Lara,7767155
Miranda (state),6991854
Monagas,2691505
Mérida,5006649
Nueva Esparta,2501511
Portuguesa,3254231
Sucre,2251511
Trujillo,2534610
Táchira,6776109
Unknown,145000
Vargas,2251209
Yaracuy,3023389
Zulia,17952473
