Location name,Amount spent (ARS)
Buenos Aires,2017450
Catamarca,133618
Chaco,173479
Chubut,115094
Ciudad Autónoma de Buenos Aires,390486
Corrientes,78953
Córdoba,3002752
Entre Rios,147842
Formosa,53363
Jujuy,418247
La Pampa,448186
La Rioja,237443
Mendoza,338316
Misiones,743362
Neuquén,49092
Río Negro,44594
Salta,1855801
San Juan,920911
San Luis,349604
Santa Cruz,35442
Santa Fe,604325
Santiago del Estero,36664
Tierra del Fuego,999871
Tucuman,401642
Unknown,970
