Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
112266321583911,Green informal,These ads ran without a disclaimer,25865,5
1506723769658512,Susan Kihika,Susan Kihika,548,3
102832625955205,Isiolo Leaks,These ads ran without a disclaimer,278,1
1315816925157989,Dj Macdee Top Mc,These ads ran without a disclaimer,269,1
101395678744958,Hon Philomena Chenangat Loitarengan,Philomena Chenangat Loitarengan,266,2
101821255334402,HON. Machua Waithaka Kiambu MP,Tevin Muiruri,234,1
112398928398501,Wanjiku Thiga,Wanjiku Thiga,226,1
113294518417695,Kithure Kindiki Fans,Vinson Kyalo Lui,199,2
101172989643058,Mama Kalisa,These ads ran without a disclaimer,162,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,146,3
204740833658478,Exness Life,These ads ran without a disclaimer,139,1
111999833837596,Hon Ali Menza Mbogo,Ali Menza Mbogo,130,1
109233568659267,Rodgers Mayero,These ads ran without a disclaimer,≤100,1
100151002937271,Beutsar,These ads ran without a disclaimer,≤100,1
619390238429864,Hon. Florence Bore,These ads ran without a disclaimer,≤100,1
118250031227922,YES - Youth Energy Summit,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,2
562471887119419,DHL Africa,These ads ran without a disclaimer,≤100,1
113876210367608,The Sisters Show,These ads ran without a disclaimer,≤100,1
106191587594901,Bowmasters,These ads ran without a disclaimer,≤100,1
108691998818904,Fce-gl-025,These ads ran without a disclaimer,≤100,1
115649862149219,Francisco Lo Presti,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
111545025278240,Cyy-19,These ads ran without a disclaimer,≤100,1
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
112957186910938,Brain Games,These ads ran without a disclaimer,≤100,2
117858884645458,Ideal Proxy,These ads ran without a disclaimer,≤100,1
100280859393198,Jinchuan Group,These ads ran without a disclaimer,≤100,1
101901072636846,Sunny Or Stormy Days,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
106235325741468,Fce-gl-028,These ads ran without a disclaimer,≤100,1
107555398907550,Mayekoo,These ads ran without a disclaimer,≤100,1
261930630540936,Books2Africa UK,These ads ran without a disclaimer,≤100,1
175519314009317,Emoji Editor,These ads ran without a disclaimer,≤100,2
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
103018869332378,BantuPage,These ads ran without a disclaimer,≤100,1
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
108021868138774,SmartCrafter,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
102359362865317,Rose Des Îles,These ads ran without a disclaimer,≤100,1
