Location name,Amount spent (CLP)
Antofagasta Region,117447
Araucanía Region,178689
Arica y Parinacota Region,42302
Atacama Region,49729
Aysén Region,42608
Bío Bío Region,413928
Coquimbo Region,139088
Los Lagos Region,162618
Los Ríos Region,66703
Magallanes y la Antártica Chilena Region,31924
Maule Region,163908
O'Higgins Region,168336
Santiago Metropolitan Region,1920908
Tarapacá Region,53153
Unknown,458
Valparaíso Region,382007
