Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,31635,12
137524753533383,Miðflokkurinn,Fjóla Björnsdóttir,1855,1
891307104382857,Alexandra Briem,Alexandra Briem,944,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,817,1
154893001218870,ADHD samtökin,ADHD samtökin,726,2
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,544,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,2
104590425802557,Новости Дня,These ads ran without a disclaimer,≤100,1
359222704903295,Raha Rahbari,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
