Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
7270241753,YouTube,YouTube,13598,8
107385241806,Plan International Canada,Plan International Canada,4101,303
349561555109272,HSAA - Union of Health-Care Professionals,Health Sciences Association Alberta,4076,51
104386908631938,Pathways Alliance,Pathways Alliance,4070,6
163261390365324,Elementary Educators,Elementary Educators,3112,41
109045051805492,Made The Canadian Way,Canadian Energy Centre,2961,3
245013842275891,CUPE Alberta,CUPE Alberta,2474,16
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2401,13
154462904588700,Enbridge Gas,Enbridge Gas,2069,110
281999881613,World Vision Canada,World Vision Canada,1820,68
160504807323251,Canadiens en santé,Canadiens en santé,1777,8
115835521825983,UNHCR Canada,UNHCR Canada,1713,96
106183171866567,Fairness for Drivers,Insurance Bureau of Canada,1690,11
261752512263,Canadian Red Cross,Canadian Red Cross,1679,24
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),1677,8
264647680178,Small Change Fund,Small Change Fund,1524,2
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,1245,229
121222984568561,Amnesty International Canada,Amnesty International Canada,1154,160
16761458703,University of British Columbia,University of British Columbia,1136,85
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1111,11
169928686425623,UFCW Local 401,UFCW Local 401,1109,13
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,1102,4
182645321760265,Ville de Montréal,Ville de Montréal,1098,16
106917558391358,Alliance Nouvelles voies,Pathways Alliance,1068,2
168617319831578,Nature Canada,Nature Canada,870,4
177741812241442,SCFP-Québec,le SCFP,819,13
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,813,16
6695079125,TD,TD Bank Canada,805,18
196322807083503,OECTA - Ontario English Catholic Teachers Association,Ontario English Catholic Teachers Association,694,842
105833301076507,CUPE Local 38,CUPE Local 38,662,10
27234020592,UNICEF Canada,These ads ran without a disclaimer,618,3
19750184960,Greenpeace Canada,Greenpeace Canada,577,210
159713615718,WWF-Canada,WWF-Canada,574,65
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,548,144
108587420188,United Way Greater Toronto,United Way Greater Toronto,542,71
239308266136055,United Way Halton and Hamilton,United Way Halton & Hamilton,499,11
510183342342621,Bell MTS,Lavanya Rajaian,498,2
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada,492,116
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,445,69
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,438,130
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,437,8
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,429,7
101171375978959,Produit Ici Responsablement,Canadian Energy Centre,426,3
1097840090260804,National Police Federation,National Police Federation,425,84
102862259754198,Photography by CreativeCoordinates.com,KELLY-ANN P JONES,424,3
113297740077607,Canadian Energy Centre,Canadian Energy Centre,420,97
480690348805429,Proud To Be Canadian,Proud To Be Canadian,420,15
195608229977,BC NDP,BC NDP,408,4
1598613630410917,TC Energy,TC Energy,407,1
139019864276,Oxfam Canada,Oxfam Canada,404,18
114849617772737,Care2 Canada,Press Pause Collective,403,16
5794733873,David Suzuki Foundation,David Suzuki Foundation,390,14
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,376,26
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,359,28
52543970197,Environmental Defence Canada,Environmental Defence,352,4
102794729214729,Avoid the Shock,Insurance Bureau of Canada,346,7
584595054966592,Royal Victoria Regional Health Centre Foundation,Royal Victoria Regional Health Centre Foundation,344,201
237483246328012,ÉquiLibre,EquiLibre,338,6
177681485609462,Radio-Canada,Radio-Canada,326,63
203652059653094,Government of British Columbia,Government of British Columbia,319,3
187447074652378,Fighting Blindness Canada,Fighting Blindness Canada,310,14
823970554364200,Ancient Forest Alliance,Ancient Forest Alliance,302,3
1538230646323033,SecondStreet.org,SecondStreet.org,300,5
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,281,48
444008735617762,Canadian Cancer Survivor Network,Canadian Cancer Survivor Network,276,3
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,271,24
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,258,8
14742445214,BC Green Party,BC Green Party,228,27
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,227,13
925033857594085,SureHealth Canada,SureHealth,222,160
54125409458,Oxfam-Québec,Oxfam-Québec,221,6
7522587804,Green Party of Ontario,Green Party of Ontario,218,4
128321397217817,Friends of Medicare,Friends of Medicare,215,11
143249880633,World Animal Protection Canada,World Animal Protection Canada,215,40
371577843112,Ben & Jerry's,Unilever,208,3
590117937780756,Oil Sands Action,Canada Action,202,1
113707256426,Rachel Notley,Alberta's NDP Caucus,199,1
1533253713597302,Elisabeth Léger,Elisabeth Leger,197,4
106360778489053,Fuelling Canada,Canadian Gas Association,196,74
272357666146552,PSAC National Capital Region | Région de la capitale nationale de l'AFPC,PSAC National Capital Region | Région de la capitale nationale de l'AFPC,194,2
104128641336287,Indigenous Resource Network,Indigenous Resource Network,194,46
610620052306352,Rues principales,Rues Principales,189,4
103879925226670,Stop Sprawl HamOnt Page,Liliana Noble,187,2
335316996546813,Nova Scotia Department of Health and Wellness,Government of Nova Scotia,185,3
273709852668923,SAFE Work Manitoba,"SAFE Work Manitoba, a division of the Workers Compensation Board of Manitoba",185,7
27234020592,UNICEF Canada,UNICEF Canada,177,28
104975997675751,Toques From The Heart,Toques From The Heart,175,5
109755395744949,YWCA Edmonton,YWCA Edmonton,173,4
9333642607,TELUS,These ads ran without a disclaimer,172,3
