Location name,Amount spent (TWD)
Changhua,16409
Chiayi,4285
Hsinchu,5969
Hsinchu City,9113
Hualien,5475
Kaohsiung,47200
Keelung City,7101
Kinmen,716
Lienchiang,≤100
Miaoli,6920
Nantou,6037
New Taipei City,73251
Penghu,1371
Pingtung,10600
Taichung,53715
Tainan,31693
Taipei,54763
Taitung,3022
Taoyuan City,46059
Unknown,8018
Yilan,4890
Yunlin,8605
