Location name,Amount spent (TRY)
Adana Province,4013
Adıyaman Province,≤100
Afyonkarahisar Province,148
Aksaray Province,≤100
Amasya Province,≤100
Ankara Province,1105
Antalya Province,2314
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,405
Ağrı Province,≤100
Balıkesir Province,265
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,842
Denizli Province,249
Diyarbakır Province,146
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,246
Gaziantep Province,315
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,602
Isparta Province,≤100
Istanbul Province,5192
Iğdır Province,≤100
Kahramanmaraş Province,127
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,237
Kilis Province,≤100
Kocaeli Province,341
Konya Province,311
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,294
Mardin Province,≤100
Mersin Province,1229
Muğla Province,422
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,131
Osmaniye Province,104
Rize Province,≤100
Sakarya Province,118
Samsun Province,540
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,393
Tokat Province,≤100
Trabzon Province,160
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,1137
Çanakkale Province,138
Çankırı Province,≤100
Çorum Province,115
İzmir Province,1655
Şanlıurfa Province,217
Şırnak Province,≤100
