Location name,Amount spent (CHF)
Aargau,254
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,148
Basel-Landschaft,≤100
Bern,364
Canton of Geneva,667
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,169
Fribourg,171
Graubünden,≤100
Jura,≤100
Luzern,109
Neuchâtel,119
Schaffhausen,416
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,191
Vaud,503
Zug,≤100
Zürich,2701
