Location name,Amount spent (TRY)
Adana Province,47971
Adıyaman Province,6833
Afyonkarahisar Province,20274
Aksaray Province,23369
Amasya Province,6396
Ankara Province,124474
Antalya Province,64544
Ardahan Province,2034
Artvin Province,6761
Aydın Province,24343
Ağrı Province,3340
Balıkesir Province,23086
Bartın Province,5122
Batman Province,7140
Bayburt Province,1058
Bilecik Province,5387
Bingöl Province,1629
Bitlis Province,2816
Bolu Province,12686
Burdur Province,6758
Bursa Province,67169
Denizli Province,28326
Diyarbakır Province,15238
Düzce Province,22919
Edirne Province,9369
Elazığ Province,7186
Erzincan Province,5712
Erzurum Province,18440
Eskişehir Province,29101
Gaziantep Province,38989
Giresun Province,16281
Gümüşhane Province,2408
Hakkâri Province,1244
Hatay Province,23443
Isparta Province,12047
Istanbul Province,465088
Iğdır Province,1719
Kahramanmaraş Province,15269
Karabük Province,11750
Karaman Province,11446
Kars Province,2704
Kastamonu Province,16633
Kayseri Province,42573
Kilis Province,2653
Kocaeli Province,39772
Konya Province,40264
Kütahya Province,9750
Kırklareli Province,6685
Kırıkkale Province,9949
Kırşehir Province,4319
Malatya Province,13903
Manisa Province,34836
Mardin Province,6755
Mersin Province,54068
Muğla Province,23389
Muş Province,1686
Nevşehir Province,3876
Niğde Province,7221
Ordu Province,33522
Osmaniye Province,10293
Rize Province,16183
Sakarya Province,19270
Samsun Province,35827
Siirt Province,6399
Sinop Province,5612
Sivas Province,14578
Tekirdağ Province,17343
Tokat Province,17006
Trabzon Province,36372
Tunceli Province,857
Unknown,19712
Uşak Province,10783
Van Province,8801
Yalova Province,4194
Yozgat Province,11589
Zonguldak Province,15792
Çanakkale Province,9636
Çankırı Province,5634
Çorum Province,10045
İzmir Province,91974
Şanlıurfa Province,26118
Şırnak Province,3672
