Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,26572993,10
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,8992078,10
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,3860594,209
102793242742002,Jaksapedia,JAKSAPEDIA,3549662,34
105818752347206,Teman Airlangga Hartarto,Teman Airlangga Hartarto,3373381,35
1357693677594211,A Muhaimin Iskandar,Kebangkitan Bangsa,3067035,7
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,3046996,30
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,2803544,8
110647840532680,Merge Mayor,These ads ran without a disclaimer,2152000,1
101971245965029,Siap Kawal Polri,Kawal Polri,1892433,17
102262302515901,Henry Indraguna,Ananda Puja Wandra,1737446,4
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,1480752,29
104830667806476,Melihat Indonesia,Septian Raharjo,1454218,44
92828041744,Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,1382723,3
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,1218904,14
335546226915564,Generasi Melek Politik,Generasi Melek Politik,1163002,4
882638978454921,Raja Juli Antoni,Raja Juli Antoni,940323,6
197545083607941,Harian Kompas,Harian Kompas,821289,27
104427162506872,Fakta Anies,Fakta Anies,791520,39
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,769472,2
112121101796090,Opini 2024,Juniar Dwi Harianto,694729,24
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,630921,3
104549327891079,Dermawan,Frista Kurniasari,562963,1
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,521170,3
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,505549,33
104899195891472,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,447728,23
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,398886,2
101403669397488,Nikmatul Sugiyarto,Septian Raharjo,390933,22
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,354002,3
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,346243,13
100676262667808,Story Nusantara,Ganjar Nusantara Indonesia,345989,13
202555993805088,Caption,Ganjar Nusantara Indonesia,342905,13
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,341597,6
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,341591,13
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,340082,13
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,340039,13
111683954970349,News News News,News News News,338574,2
107565455160464,Indonesia Opini,Ganjar Nusantara Indonesia,329623,13
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,314402,13
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,313972,13
102626198026698,Rika Sudjiman,Septian Raharjo,306451,11
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,296004,6
292939164731691,Relawan Herviano,Relawan Herviano,288908,6
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,287978,13
