Location name,Amount spent (TWD)
Changhua,7864
Chiayi,1757
Hsinchu,4043
Hsinchu City,5836
Hualien,2802
Kaohsiung,27809
Keelung City,3038
Kinmen,571
Lienchiang,≤100
Miaoli,3796
Nantou,3009
New Taipei City,37729
Penghu,815
Pingtung,6432
Taichung,26886
Tainan,19654
Taipei,29622
Taitung,1671
Taoyuan City,23317
Unknown,3357
Yilan,2685
Yunlin,4674
