Location name,Amount spent (TWD)
Changhua,10740
Chiayi,2430
Hsinchu,6261
Hsinchu City,8470
Hualien,4065
Kaohsiung,36194
Keelung City,3999
Kinmen,526
Lienchiang,≤100
Miaoli,5655
Nantou,5396
New Taipei City,52369
Penghu,817
Pingtung,10276
Taichung,44550
Tainan,23774
Taipei,40923
Taitung,3545
Taoyuan City,33993
Unknown,5155
Yilan,3419
Yunlin,5967
