Location name,Amount spent (MYR)
Johor,304
Kedah,235
Kelantan,157
Kuala Lumpur,781
Labuan,≤100
Malacca,111
Negeri Sembilan,267
Pahang,318
Penang,166
Perak,241
Perlis,≤100
Putrajaya,≤100
Sabah,213
Sarawak,167
Selangor,1588
Terengganu,173
Unknown,≤100
