Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,33918,13
737169626371453,Heimildin,Stundin,25146,7
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,9064,19
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,6759,4
152804904889,Samfylkingin,Samfylkingin,5476,2
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,4066,3
41445084925,Röskva - stúdentahreyfing,Röskva - stúdentahreyfing,4020,3
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,3927,4
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,3429,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,3184,2
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,Jóhanna Gunnarsdóttir í stjórn VR 2023,2625,2
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,2390,1
154893001218870,ADHD samtökin,ADHD samtökin,1915,4
165630723862615,Andríki,Andríki,1766,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1523,3
128854307193614,Landsvirkjun,Landsvirkjun,1430,1
143109705880676,Framsókn í Mosfellsbæ,Framsóknarfélag Mosfellsbæjar,1211,1
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,1111,1
106979180938014,Samstöðin,Samstöðin ehf,1043,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1005,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,689,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,666,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,626,3
156161194561570,Kjarninn,Kjarninn,478,1
622220361283956,Samorka,Samorka,359,1
823788047675556,Call of War,These ads ran without a disclaimer,152,1
509866436098947,Sabine Leskopf,Sabine Leskopf,104,1
1845447639031005,Mayor Bradburn,These ads ran without a disclaimer,≤100,2
102226902810275,GoldenAge Motivation,These ads ran without a disclaimer,≤100,1
105527368523220,Anuga Horizon,These ads ran without a disclaimer,≤100,2
956414094412480,PaliRoots - جذور فلسطين,These ads ran without a disclaimer,≤100,1
103128059291677,Saaraba,These ads ran without a disclaimer,≤100,2
463772493979276,Anuga FoodTec,These ads ran without a disclaimer,≤100,1
110386941246941,PowMr,These ads ran without a disclaimer,≤100,1
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
111705295179070,Новости Дня,These ads ran without a disclaimer,≤100,1
108524245520106,Новости дня,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
100386342622682,Studerende på Københavns Universitet,These ads ran without a disclaimer,≤100,1
1152062354861544,Alma dos Livros,These ads ran without a disclaimer,≤100,1
