Location name,Amount spent (ARS)
Buenos Aires,1469806
Catamarca,64948
Chaco,114307
Chubut,179205
Ciudad Autónoma de Buenos Aires,581595
Corrientes,41120
Córdoba,2142666
Entre Rios,102877
Formosa,29906
Jujuy,144309
La Pampa,155416
La Rioja,104731
Mendoza,171788
Misiones,250006
Neuquén,1250230
Río Negro,411561
Salta,389163
San Juan,301049
San Luis,117406
Santa Cruz,18369
Santa Fe,386545
Santiago del Estero,21241
Tierra del Fuego,98487
Tucuman,164417
Unknown,≤100
