Location name,Amount spent (CLP)
Antofagasta Region,179964
Araucanía Region,327950
Arica y Parinacota Region,104575
Atacama Region,47366
Aysén Region,54842
Bío Bío Region,691382
Coquimbo Region,430142
Los Lagos Region,237191
Los Ríos Region,101425
Magallanes y la Antártica Chilena Region,101921
Maule Region,370443
O'Higgins Region,520893
Santiago Metropolitan Region,2025027
Tarapacá Region,135834
Unknown,137
Valparaíso Region,711241
