Location name,Amount spent (CAD)
Alberta,7636
British Columbia,14418
Manitoba,2340
New Brunswick,1066
Newfoundland and Labrador,303
Northwest Territories,≤100
Nova Scotia,1330
Nunavut,236
Ontario,16242
Prince Edward Island,111
Quebec,9345
Saskatchewan,1611
Unknown,≤100
Yukon,146
