Location name,Amount spent (BRL)
Acre (state),435
Alagoas,1957
Amapá,883
Amazonas,4099
Bahia,10821
Ceará,8974
Espírito Santo,3820
Federal District,2405
Goiás,5026
Maranhão,4641
Mato Grosso,4919
Mato Grosso do Sul,2671
Minas Gerais,23125
Paraná,7501
Paraíba,3010
Pará,4929
Pernambuco,6760
Piauí,2114
Rio Grande do Norte,3214
Rio Grande do Sul,8563
Rio de Janeiro (state),17971
Rondônia,1511
Roraima,935
Santa Catarina,8220
Sergipe,1524
São Paulo (state),54000
Tocantins,3739
Unknown,≤100
