Location name,Amount spent (CLP)
Antofagasta Region,186230
Araucanía Region,353270
Arica y Parinacota Region,167561
Atacama Region,111730
Aysén Region,68908
Bío Bío Region,742751
Coquimbo Region,685545
Los Lagos Region,262281
Los Ríos Region,129092
Magallanes y la Antártica Chilena Region,106095
Maule Region,342898
O'Higgins Region,516949
Santiago Metropolitan Region,2623485
Tarapacá Region,199780
Unknown,120
Valparaíso Region,1165587
