Location name,Amount spent (USD)
Akmola Region,5267
Aktobe Region,1503
Almaty Region,6644
Atyrau Region,1361
East Kazakhstan Region,1851
Jambyl Region,1168
Karaganda Region,1974
Kostanay Region,1016
Kyzylorda Region,983
Mangystau Region,1192
North Kazakhstan Region,773
Pavlodar Region,1252
South Kazakhstan Region,3319
Unknown,≤100
West Kazakhstan Region,1065
