Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,529155
Apure,14578
Aragua,1256659
Barinas,187078
Bolívar (state),455526
Capital District,1561201
Carabobo,2538047
Cojedes,102078
Delta Amacuro,≤100
Falcón,264889
Guárico,134890
Lara,424156
Miranda (state),447079
Monagas,264578
Mérida,264578
Nueva Esparta,4014578
Portuguesa,221449
Sucre,264578
Trujillo,227390
Táchira,655527
Vargas,≤100
Yaracuy,14578
Zulia,3698316
