Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,7014,108
178362315106,European Parliament,European Parliament,2940,5
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1714,21
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1693,34
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,1287,2
57544755889,Amnesty International Polska,Amnesty International Polska,1223,33
104442609633150,Lubuskie,Lubuskie,898,4
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,874,33
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,768,181
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,716,7
111275624780972,Erase Indifference,Erase Indifference,700,7
107898832590939,European Commission,European Commission,686,3
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,614,6
142210712522850,Województwo Podlaskie,Urząd Marszałkowski Województwa Podlaskiego,559,2
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,545,6
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,520,15
103990388186706,LGBT+ Diamonds Awards,Propsy Pr,501,12
1971966879776579,Konfederacja,Konfederacja Wolność i Niepodległość,493,1
391098174296294,Super Express,se.pl,493,12
339855706171439,Dobra Fabryka,Dobra Fabryka,471,2
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,456,4
1529908490607057,European Cybersecurity Forum - Cybersec,Stowarzyszenie Instytut Kościuszki,439,5
101995462097618,Dajcie Żyć,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,412,1
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,404,5
102811109411234,Do:łącz,Dołącz,399,16
618179678235315,wschód,wschód,393,3
513969188677442,Compassion Polska,Compassion Polska,393,13
1683534065241470,OKO.press,OKO.press,375,18
144808095552639,ING Polska,ING Polska,374,3
228168274881,wysokieobcasy,wysokieobcasy,368,4
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,349,11
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,340,2
1227194230675141,Pratia,Pratia SA,336,10
294676812478,IKEA,These ads ran without a disclaimer,314,1
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,312,1
107750507339408,Bart Staszewski,Fundacja Basta,311,1
163488137165461,E.ON Polska,E.ON Polska,304,12
239574985661,Akademia Górniczo-Hutnicza w Krakowie,Akademia Górniczo-Hutnicza w Krakowie,304,3
178415208919146,Suwerenna Polska,Solidarna Polska,289,4
749393698434460,Jarosław Krajewski,Jarosław Krajewski,285,11
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),278,4
