Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,744
Bicol Region,2906
Cagayan Valley,2566
Calabarzon,15424
Caraga,1628
Central Luzon,8650
Central Visayas,7344
Cordillera Administrative Region,1183
Davao Region,2563
Eastern Visayas,3788
Ilocos Region,3013
Metro Manila,18931
Mimaropa,1806
Northern Mindanao,3230
Soccsksargen,2305
Unknown,≤100
Western Visayas,7377
Zamboanga Peninsula,5500
