Location name,Amount spent (NZD)
Auckland Region,786
Bay of Plenty Region,≤100
Canterbury,210
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,≤100
Manawatu-Wanganui,≤100
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,≤100
Otago,109
Southland,≤100
Taranaki,≤100
Tasman District,≤100
Waikato,136
Wellington Region,193
West Coast,≤100
