Location name,Amount spent (CLP)
Antofagasta Region,695816
Araucanía Region,2180329
Arica y Parinacota Region,675363
Atacama Region,709950
Aysén Region,285245
Bío Bío Region,2515575
Coquimbo Region,1596509
Los Lagos Region,1282270
Los Ríos Region,683901
Magallanes y la Antártica Chilena Region,884280
Maule Region,2319879
O'Higgins Region,2527482
Santiago Metropolitan Region,10607218
Tarapacá Region,635098
Unknown,3270
Valparaíso Region,5737026
