Location name,Amount spent (CAD)
Alberta,3247
British Columbia,9330
Manitoba,2401
New Brunswick,1380
Newfoundland and Labrador,450
Northwest Territories,≤100
Nova Scotia,1084
Nunavut,≤100
Ontario,16316
Prince Edward Island,155
Quebec,9680
Saskatchewan,1628
Unknown,≤100
Yukon,≤100
