Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,700
Bicol Region,9042
Cagayan Valley,1786
Calabarzon,13247
Caraga,1428
Central Luzon,6783
Central Visayas,5020
Cordillera Administrative Region,1090
Davao Region,4506
Eastern Visayas,2367
Ilocos Region,4442
Metro Manila,37322
Mimaropa,5257
Northern Mindanao,2412
Soccsksargen,2077
Unknown,≤100
Western Visayas,6633
Zamboanga Peninsula,1898
