Location name,Amount spent (USD)
Alabama,7777
Alaska,2371
American Samoa,≤100
Arizona,16995
Arkansas,5572
California,110635
Colorado,14274
Connecticut,7442
Delaware,1833
Florida,49577
Georgia,21278
Guam,≤100
Hawaii,2596
Idaho,7537
Illinois,27264
Indiana,15377
Iowa,6670
Kansas,5343
Kentucky,10674
Louisiana,10261
Maine,3168
Maryland,13844
Massachusetts,11895
Michigan,23593
Minnesota,20890
Mississippi,5716
Missouri,13333
Montana,3823
Nebraska,4717
Nevada,7174
New Hampshire,2971
New Jersey,17726
New Mexico,5682
New York,44952
North Carolina,21480
North Dakota,1175
Northern Mariana Islands,≤100
Ohio,20598
Oklahoma,8360
Oregon,9894
Pennsylvania,32409
Puerto Rico,≤100
Rhode Island,1811
South Carolina,8883
South Dakota,1431
Tennessee,12803
Texas,56017
Unknown,≤100
Utah,6238
Vermont,2018
Virgin Islands (U.S.),≤100
Virginia,21356
Washington,20362
"Washington, District of Columbia",8822
West Virginia,3655
Wisconsin,11356
Wyoming,1457
