Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,3809,62
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1711,32
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1446,13
311278685609822,Fundacja Centaurus,These ads ran without a disclaimer,1400,3
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,1389,1
57544755889,Amnesty International Polska,Amnesty International Polska,1362,34
104420026017311,Poland 24,These ads ran without a disclaimer,1347,1
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,1290,3
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1286,20
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1263,197
100178546458034,Nowa Tęcza,Homokomando,1250,3
349783468716743,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,1100,1
228168274881,wysokieobcasy,wysokieobcasy,993,7
178415208919146,Suwerenna Polska,Solidarna Polska,836,12
656462304404326,Служба розшуку дітей,These ads ran without a disclaimer,758,5
339855706171439,Dobra Fabryka,Dobra Fabryka,752,3
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,631,8
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,593,7
144808095552639,ING Polska,ING Polska,552,3
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,507,17
102811109411234,Do:łącz,Dołącz,490,16
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,488,8
1227194230675141,Pratia,Pratia SA,480,15
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,477,19
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,446,2
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,428,10
104442609633150,Lubuskie,Lubuskie,412,5
101642942680755,Nie daj się kupić • STOP Handlowi Ludźmi,Nie daj się kupić • STOP Handlowi Ludźmi,392,8
178362315106,European Parliament,European Parliament,377,3
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",376,9
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,376,5
163488137165461,E.ON Polska,E.ON Polska,354,14
371359310400318,Janusz Kowalski,Janusz Kowalski,348,14
514735281965536,Demagog,Stowarzyszenie Demagog,323,9
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,314,6
95661128574,Radio ESKA,Radio ESKA,311,3
1432065937006559,Polski Związek Tenisa Stołowego,Polski Związek Tenisa Stołowego,304,3
200590753291733,Mercedes-Benz Warszawa,Mercedes-Benz Warszawa,303,1
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,285,28
1683534065241470,OKO.press,OKO.press,281,12
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,278,16
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,273,6
340765409708087,Ryszard Madziar,Ryszard Madziar,272,10
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,267,50
113905148397308,Portal Obronny,Se.pl,261,9
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,260,6
286672948180163,Tomasz Trela,Poseł Tomasz Trela,259,5
256314858405394,Paweł Olszewski,Paweł Olszewski,256,5
111275624780972,Erase Indifference,Erase Indifference,252,3
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,242,2
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),238,4
749393698434460,Jarosław Krajewski,Jarosław Krajewski,235,5
276860619087002,Sylwester Tułajew,Sylwester Tułajew,224,3
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,220,3
123910440019,Renew Europe,Renew Europe Group,217,1
312204349288060,Mariusz Gosek,Mariusz Gosek,216,6
1619161438342114,Krzysztof Tchórzewski,Krzysztof Tchórzewski,207,2
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,205,7
391098174296294,Super Express,se.pl,196,5
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,194,26
355335447987852,"Katarzyna Stachowicz - samorządowiec, działaczka społeczna","Katarzyna Stachowicz - samorządowiec, działaczka społeczna",194,4
173086948664,Infor.pl,Infor.pl,186,6
102577288350341,Super Biznes,se.pl,184,8
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,180,12
1100158536843507,Andrzej Gut-Mostowy,Biuro Poselskie Andrzeja Guta-Mostowego,179,1
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,179,8
