Location name,Amount spent (USD)
Alabama,16181
Alaska,3214
American Samoa,≤100
Arizona,33355
Arkansas,10231
California,139633
Colorado,27373
Connecticut,10350
Delaware,3669
Florida,82166
Georgia,35599
Guam,≤100
Hawaii,5014
Idaho,6454
Illinois,47043
Indiana,22672
Iowa,17761
Kansas,12614
Kentucky,18462
Louisiana,19450
Maine,5708
Maryland,24089
Massachusetts,22031
Michigan,38508
Minnesota,20165
Mississippi,19720
Missouri,22808
Montana,5211
Nebraska,7623
Nevada,16509
New Hampshire,7279
New Jersey,37566
New Mexico,8067
New York,73186
North Carolina,42545
North Dakota,2496
Northern Mariana Islands,≤100
Ohio,98494
Oklahoma,15023
Oregon,13826
Pennsylvania,54562
Puerto Rico,≤100
Rhode Island,4237
South Carolina,23607
South Dakota,2439
Tennessee,34060
Texas,111692
Unknown,141
Utah,9594
Vermont,1791
Virgin Islands (U.S.),≤100
Virginia,35375
Washington,26727
"Washington, District of Columbia",9949
West Virginia,7985
Wisconsin,20331
Wyoming,2115
