Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
109637397268775,Nyugati Pályán,Splendidea Communications Kft,252037,7
543788999005363,ORIGO,Mediaworks Hungary Zrt.,134366,11
191461774219575,hirado.hu,hirado.hu,111148,37
248172631940,Mandiner,Mediaworks Hungary Zrt.,108199,13
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,103833,9
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,89977,11
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,89106,14
1534911313439123,Ripost,Ripost,82024,6
178362315106,European Parliament,European Parliament,73984,10
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,73103,7
594088897289853,Alapjogokért Központ,Alapjogokért Központ,71189,18
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,65364,26
187280168720178,NE HAGYD,International Organization for Migration (IOM) Hungary,49667,9
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,48986,15
211156277497,WWF Hungary,WWF Hungary,48912,53
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,45719,3
294815374340858,Donáth Anna,Momentum Mozgalom,37023,1
76748198685,Budapest Pride,Budapest Pride,34943,17
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,34609,3
264517713636590,PestiSracok.hu,PestiSrácok.hu,33512,8
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,33397,8
345496092135627,Hír TV,Mediaworks Hungary Zrt.,30895,3
954672701251045,Hiros.hu,Kecskeméti Televízió Nonprofit Kft.,29943,1
1430472587205235,Liget Budapest.,These ads ran without a disclaimer,27705,2
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,20338,1
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,20177,8
131283758531,HVG,HVG Kiadó ZRt.,20055,15
221761091331222,Danube Institute,Danube Institute,19754,17
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,19341,10
2123879007657024,Momentum Eger,Momentum Mozgalom,18901,1
451844608304228,Metropol,Metropol,18232,4
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,18224,5
305608429284,EU Environment,These ads ran without a disclaimer,17415,1
1880809845328535,Dobrev Klára,Demokratikus Koalíció,16407,14
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,15413,9
102474542009609,Megafilm,MEGA FILM Kft.,13035,3
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,12753,6
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,12648,11
100401808007704,EzaLényeg.hu,EzaLényeg.hu,12301,25
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,12281,2
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11559,1
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,11257,4
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,11225,2
108248022589754,Bosch Magyarország,Bosch Magyarország,11154,9
108346693873484,Győrffy Balázs,Balazs Gyorffy,10971,3
537817739693723,Brain Bar,Brain Bar,10638,6
296310837699,vaol.hu,Mediaworks Hungary Zrt.,10138,2
150836998898897,aHang,aHang,9876,4
149061108240,Kocsis Máté,Fidesz frakció,9103,5
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,9086,2
125953004085398,Kemma.hu,Kemma.hu,8885,2
122922027734811,feol.hu,Mediaworks Hungary Zrt.,8725,2
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,8616,3
132601530109047,Eötvös Károly Közpolitikai Intézet / Eötvös Károly Policy Institute,Eötvös Károly Közpolitikai Intézet,8514,4
110492499001,Labrisz Leszbikus Egyesület,Labrisz Leszbikus Egyesület,8488,4
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,8354,2
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,8195,4
142116653162328,Márki-Zay Péter,Márki-Zay Péter,7786,9
649157261900813,mömax Magyarország,These ads ran without a disclaimer,7752,7
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,7742,1
623719727672871,Nestlé,Nestlé Hungária Kft.,7726,3
162344823835042,atlatszo.hu,atlatszo.hu,7655,7
386132578063762,Balaicz Zoltán,Balaicz Zoltán,7521,4
147633001941737,kisalfold.hu,kisalfold.hu,7479,2
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,7383,2
326763130286,Borsod Online,Mediaworks Hungary Zrt.,7383,2
105140281027554,Hírnyolc,Hírnyolc,7361,5
116905388345518,veol.hu,Mediaworks Hungary Zrt.,7326,2
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,7314,4
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,7282,2
320986996098,zaol.hu,Mediaworks Hungary Zrt.,7273,2
102426795954406,Nobilis Márton,Nobilis Márton,7253,11
129255963785124,Heol.hu,Heol.hu,7160,2
276466898323,Hajdú Online,Mediaworks Hungary Zrt.,7136,1
611728525606243,CIB Bank,CIB Bank Zrt.,7065,2
1627127484170228,NHC24,Mediaworks Hungary Zrt.,6907,2
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,6869,2
100299381703981,Ps TV,PestiSrácok.hu,6823,1
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,6818,51
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,6628,2
273533866010019,MAZSIHISZ-Magyarországi Zsidó Hitközségek Szövetsége,MAZSIHISZ,6333,1
175631865860693,Vadai Ágnes,Demokratikus Koalíció,5898,2
113043410066839,Momentum Zala,Momentum Mozgalom,5849,2
506244332746545,TEOL.hu,TEOL.hu,5797,2
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,5725,3
112694594992064,Mehr Licht,Mehr Licht,5664,12
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,5646,14
2552532618151148,Újpesti Hírek,Újpesti Hírek,5642,1
875007489333250,Hollósy András,Hollósy Endre András,5569,2
103478164920832,Rubicon Intézet,Rubicon Intézet,5495,13
338939005964,Becsó Zsolt országgyűlési képviselő,Fidesz,5448,1
851784814892644,Simicskó István,KDNP frakció,5338,2
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,5317,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,5252,2
1215492498464496,Angyal Károly,Angyal Károly Tibor,5150,3
100467642324899,Realista,Az Év Irodája,5035,2
109400335280737,Dóka Milán,Milán Dóka,5003,2
1408906262689093,Nyitrai Zsolt,Fidesz,5000,1
110599253866889,Millenna,Millenna Újság,4896,2
408924035951553,Körforrás,Körforrás,4831,4
127701053984874,Flesch Központ,Flesch Központ,4814,1
1767688026844895,Zalaegerszeg Megyei Jogú Város,Zalaegerszegi Televízió és Rádió Kft,4809,2
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,4755,1
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,4735,1
525582987497940,Motiváció Műhely,Motiváció Műhely,4607,2
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,4524,1
113375923695023,Fidesz Budapest,Fidesz Budapest,4523,6
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,4420,3
1848441158737473,Szegeder.hu,Szegeder.hu Alapítvány,4376,5
102186064905787,Zöld Követ Egyesület,Zöld Követ Egyesület,4337,2
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,4064,1
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,4040,4
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs István,4034,4
471093016323310,Kovács Ferenc,Dr. Kovács Ferenc,3961,2
887921287887805,Király Nóra,Király Nóra,3960,1
108271407361251,Transzparens Újságírásért Alapítvány,Transzparens Újságírásért Alapítvány,3922,8
1085212968328146,Möbelix Magyarország,These ads ran without a disclaimer,3776,4
2393192100707723,Président Magyarország,These ads ran without a disclaimer,3737,1
777343075710072,Migrációkutató Intézet,Migrációkutató Intézet,3734,6
614294538753164,Dunántúli Regionális Vízmű Zrt. hivatalos oldala,Dunántúli Regionális Vízmű Zrt.,3726,2
510078013063912,Rózsa László Péter,Rózsa László Péter,3637,3
116609705085092,BP18,BP18,3629,2
100609808517630,Drogkutató Intézet,Drogkutató Intézet Nonprofit Korlátolt Felelősségű Társaság,3533,4
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,3440,2
92932085233,TASZ,TASZ,3367,1
105774734948091,Hungarian Conservative,Hungarian Conservative,3286,7
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,3284,2
85568463466,Mérce,Mérce,3271,11
196523737056247,NESCAFÉ,Nestlé Hungária Kft.,3263,1
260927000625137,VARJU László Újpest-Angyalföld,VARJU László Újpest-Angyalföld,3246,1
270741976461920,Farkas Éva Erzsébet,Farkas Éva Erzsébet Hivatalos Oldala,3230,3
1867333200197695,Messer Hungarogáz,Messer Hungarogáz,3209,1
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,3179,8
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,3134,4
162344823835042,atlatszo.hu,Átlátszónet Alapítvány,3129,1
270300439972751,Szemlélek,Szemlélek Alapítvány,3106,3
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,3102,3
682102398537057,Dióssi Csaba,Csaba Dióssi,2971,1
206829842043,Rétvári Bence,Rétvári Bence,2954,4
193640214178356,Gyopáros Alpár,Gyopáros Alpár,2907,2
190624800967882,NANE Egyesület,NANE Egyesület,2906,2
243470906428319,Juhász Hajnalka,Juhász Hajnalka,2861,1
100711304847811,A szomszédja már tudja - Ön is tudja meg,A szomszéd,2842,2
445067412712417,Dr. Molnár Krisztián,Molnár Krisztián,2765,2
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,2730,1
110462711892232,DK TV,Demokratikus Koalíció,2686,2
222720184518334,Font Sándor,Font Sándor,2644,2
447204268797621,RTL.hu,RTL.HU,2635,1
170187966339475,Life.hu,Mediaworks Hungary Zrt.,2627,1
