Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
159639460764792,LATAM Airlines,LATAM Airlines,1187222,2
231350380299380,Las Últimas Noticias (LUN),Las Últimas Noticias (LUN),403455,16
103527991214141,Cero DICOM,Cero Dicom,224847,8
103463095024719,Curiocity,Curiocíty,196777,8
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,180102,4
228557190541436,BancoEstado,BancoEstado,138672,26
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,118663,12
1548643738480723,Asistencia Deudores,Asistencia Deudores,113595,2
105798328215264,Asistencia Familia,Asistencia Familia,103813,6
975480692628091,Son todos narco,Son todos narcos,88605,6
256214294989170,DaleProfe,daleProfe,73032,77
386423238164424,Enel Chile,Enel Chile,71542,1
558224964238853,Anglo American,Anglo American,70984,2
184559421980613,Vlado Mirosevic,Vlado Mirosevic,66536,3
105216321995280,Pivotes_cl,Fundación Pivotes,64772,8
580663538777736,Consejo Minero,Feedback Comunicaciones,62943,4
172277313691851,Chile Liberal,Chile Liberal,60924,4
221901754840837,Acciona.Chile,ACCIONA Chile,46514,16
113924653318737,ICF,ICF,43288,5
1409821842658101,Merlín Research,Merlín Research,41562,1
386634201382499,Marco Enriquez-Ominami,Marco Enríquez-Ominami,41414,3
756450494522524,Andrés Jouannet Diputado,Andrés Jouannet,40082,6
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,29093,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,28833,16
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,28182,13
117752777993026,Economía y Finanzas para Todos,Economía y Finanzas para Todos,27873,3
26929188652,El Observatodo,MiVoz.cl,24719,43
2241627812774263,Felipe Cruz - Concejal de Recoleta,Felipe Cruz - Concejal de Recoleta,21378,1
103135519746590,Mall Curicó,These ads ran without a disclaimer,20722,1
113194374358815,Compromiso Minero Chile,Compromiso Minero,20707,3
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,18422,13
181189911970230,Alberto Undurraga V,Alberto Undurraga V,16290,2
922533087852291,Luis Malla Diputado,Luis Malla Diputado,15628,3
