Location name,Amount spent (MYR)
Johor,1032
Kedah,336
Kelantan,196
Kuala Lumpur,731
Labuan,≤100
Malacca,152
Negeri Sembilan,306
Pahang,525
Penang,260
Perak,372
Perlis,≤100
Putrajaya,≤100
Sabah,392
Sarawak,724
Selangor,1104
Terengganu,195
Unknown,≤100
