Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
123191400766960,Incubadora +Cr,+Costa Rica,12374,8
102084562479533,Digital506,Digital506,10653,7
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,5366,3
117476041631671,AmCham Costa Rica,AmCham Costa Rica,5315,1
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,2717,1
265843867173714,La Revista,La Revista,2125,1
100501059693877,Johan Smith Gamboa Precandidato Alcaldía San José PNG,Johan Smith Gamboa Precandidato Alcaldía San José PNG,1751,1
105655721900130,Diputada Johana Obando,Juan Andres Vasquez Quiros,1630,1
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,1154,5
101375582509907,Juan Barahona,These ads ran without a disclaimer,543,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,505,1
100904822517086,Non-trivial,These ads ran without a disclaimer,391,3
1564830553770208,Encuentro Municipal,José Luis Jimenez Robleto,225,1
342543309244937,People in Need América Latina,These ads ran without a disclaimer,≤100,2
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,5
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,1
112731733833728,Familias: Ahora,These ads ran without a disclaimer,≤100,1
157586528019668,Nigel Ng,These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,1
111283271603417,Taicang Entdecken,These ads ran without a disclaimer,≤100,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
101457766031847,A dos pasos del cielo,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
