Page ID,Page name,Disclaimer,Amount spent (SAR),Number of ads in Library
104035911692079,Life Changing Opportunity,These ads ran without a disclaimer,≤100,1
100221432835645,Peter Eskander,These ads ran without a disclaimer,≤100,1
109232711544539,hairstyle.ranim.a,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
104445971773668,TAIHEN Việc Làm,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,1
381729008559961,لبنى البوظة (Lubna Bouza),These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
372634879599800,Olymp Trade,These ads ran without a disclaimer,≤100,1
106152298870436,Hadji entertainment,These ads ran without a disclaimer,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,12
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
