Location name,Amount spent (USD)
Dakar Region,≤100
Diourbel Region,≤100
Fatick Region,≤100
Kaolack Region,≤100
Kolda Region,≤100
Kédougou Region,≤100
Louga Region,≤100
Matam Region,≤100
Saint-Louis Region,≤100
Sédhiou Region,≤100
Thiès Region,≤100
Ziguinchor Region,≤100
