Location name,Amount spent (AUD)
Australian Capital Territory,1238
Jervis Bay Territory,≤100
New South Wales,13543
Northern Territory,339
Queensland,8545
South Australia,2469
Tasmania,1024
Unknown,≤100
Victoria,9217
Western Australia,3998
