Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,198268,6
54779960819,United Nations,United Nations with Facebook Ad Credits,186975,9
102377305543409,AITC Meghalaya,Indian Political Action Committee,86764,90
187668288312583,Otrivin,Haleon India,76205,4
21169267101,Give,Give,49087,20
953600271404690,BJP Meghalaya,Bharatiya Janata Party,42630,36
105671775473178,Jan Suraaj,Jan Suraaj,31215,59
168694379812269,Astroyogi,These ads ran without a disclaimer,24728,3
107395897271506,Kutumb,Swatantra Verma,24084,34
101713962007976,Amrit Mahotsav,Amrit Mahotsav,23503,2
110846984022901,MPIDC,Anand Raj Singh,21335,242
1488581191158902,Conscious Planet,Isha outreach,13855,6
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,12806,1
1568965503322927,Aacharya Vijay RatnaSunder Surishwarji,Aacharya Vijay RatnaSunder Surishwarji,12418,2
411129449009589,K.C. Venugopal,K.C.Venugopal,12014,19
426954117660096,Indian National Congress - Tripura,Indian National Congress - Tripura,10773,34
1826491730900559,Keshava Rajanna B,Abishek Nb,10464,23
174283119250672,Save the Children India,Bal Raksha Bharat,10224,42
104211439033799,Jagane Kavali,Jagane Kavali,9251,33
184278081698180,Ashok Gehlot,Ashok Gehlot,9216,2
109707661884154,Indian Compass,theindiancompass.com,9044,14
109986065209042,Mera Apna Rahul,Mera Apna Rahul,8615,35
150106531736299,BJP West Bengal,Bharatiya Janata Party (BJP),8425,21
1521106071438318,CMO Chhattisgarh,Clarion IT,8330,9
113125761613615,Namma CM Bommai,Recro Media,8131,62
270666596375251,Jhatkaa.org,Jhatkaa.org,7509,49
102029621784239,Dhareppa Thakkannavar,Dhareppa Thakkannavar,6306,1
109986065209042,Mera Apna Rahul,MeraApnaRahul,6022,72
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,5863,23
647244058952240,Jaypal Singh Chawda,Shakti Singh Rajput,5514,15
101512282514626,Pintu Sarkar,Pintu Sarkar,5328,10
113541631336757,Conman Conrad,Conman Conrad,5211,17
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,5105,6
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,4890,49
165714096933078,Piyush Goyal,Piyush Goyal,4815,3
107878575961821,Sukhbir Singh Badal,Shiromani Akali Dal,4716,1
1235786446534273,Ajeet Patil Kavhekar,Rahul Rajendra Birajdar,4587,2
186199704897466,RD Foundation,RD Foundation,4419,8
100534216211913,Da Captain Chicken,Egg Industries,4407,8
109324341847519,Basavaraj Bommai Fans Club,Recro Media,4383,33
103812439247204,Keshava Rajanna B Fanpage,Abishek Nb,4286,9
103782051383159,School of Politics,School of Politics,4240,43
2078242259060363,Kukufm,Mohana Saha,4231,79
101031682657397,Koppula Mahesh Reddy,K Mahesh Reddy,4163,2
102873089259275,AndhraVeera,Ram Subhash Bayanaboina,4155,10
110540565228341,Ganguly H Kurabathalli,Ganguly H Kurubathalli,4154,4
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,4146,25
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,4141,5
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,3648,24
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,3598,2
505327936635830,Ashok Chandak,Coceptual Media,3598,28
201141296623500,Prakash Koliwad,DesignBoxed,3534,17
111780648236391,సాలు దొర సెలవు దొర,selavudora.com,3493,12
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,3442,18
424429107582290,BJP Gujarat,BJP Gujarat,3388,1
100626912687369,Kai Yerisi Karunadigagi - ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,3369,165
764169903692675,Randeep Singh Surjewala,Rajender Kumar,3300,14
112237568331593,Purple Fest Goa,Purple Fest Goa,3293,8
100341472149543,Naveen Goyal,Shamsher Singh,3253,44
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,3223,14
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,3163,16
132689140088396,smilefoundation,Smile Foundation,3143,6
109485930750665,Agni Herbbals,C Rajivkannu,3130,6
1438724319681116,DK Shivakumar,DesignBoxed,3118,5
466642616726169,Parul University,Parul University,3083,6
