Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,1858662
Apure,750190
Aragua,8057956
Barinas,1501585
Bolívar (state),7778984
Capital District,12481319
Carabobo,7508130
Cojedes,627601
Delta Amacuro,250000
Falcón,1751654
Guárico,1501395
Lara,6003945
Miranda (state),5508491
Monagas,873065
Mérida,5179063
Nueva Esparta,755529
Portuguesa,1956922
Sucre,1250465
Trujillo,1000965
Táchira,6003807
Unknown,≤100
Vargas,1561183
Yaracuy,1752773
Zulia,11429901
