Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
7715002593,UNICEF UK,Unicef UK,7246,184
102639461303190,Fair Pay For All,Fair Pay For All,6358,161
106626487721376,Amazon Europe,Amazon Europe,6143,14
311627208673,WWF UK,WWF UK,2770,72
345463602161853,bp,bp,2478,1
13047522725,Crimestoppers,Crimestoppers,2436,34
9250349228,Greenpeace UK,Greenpeace UK,2187,44
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1726,28
121936349543,World Vision UK,World Vision UK,1425,50
7043497714,Christian Aid,Christian Aid,1387,20
799576543492660,The Week Junior,The Week Junior,1164,37
101958682650112,ESG UK,Energy Saving Grants,1061,96
34044296391,Surfers Against Sewage,Surfers Against Sewage,1026,118
177855115588808,The Week UK,The Week UK,875,38
105298484651843,SME Climate Hub,SME Climate Hub,847,77
26698813123,British Red Cross,British Red Cross,832,30
114806378280041,Stop dog attacks on English sheep,AZ Advice Limited,831,2
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),771,10
8807334278,Conservatives,The Conservative Party,711,12
569834799727730,National Grid UK,National Grid UK,711,30
10677003998,Shelter,Shelter,675,167
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",659,13
35671512696,World Animal Protection UK,World Animal Protection UK,648,32
59367068326,The Ramblers,The Ramblers,639,7
112712550420527,Ekō UK,Ekō,639,3
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,574,42
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,569,21
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,554,3
6406164817,Viva!,Viva! Vegan Charity,520,9
220543443746,International Rescue Committee - UK,International Rescue Committee UK,515,21
117476785190,Save the Children UK,Save the Children UK,513,36
18168505158,The Woodland Trust,Woodland Trust,508,23
47612991154,Dignity in Dying,Dignity in Dying,505,30
104255571968810,Save My Vape,Save My Vape,492,2
186622728032,RSPB,RSPB,483,56
