Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,3180,9
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2307,40
102811109411234,Do:łącz,Dołącz,1727,12
339855706171439,Dobra Fabryka,Dobra Fabryka,1086,7
1683534065241470,OKO.press,OKO.press,1006,44
1715196158626102,Operacja Czysta Rzeka,Operacjarzeka,879,16
228168274881,wysokieobcasy,wysokieobcasy,872,21
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,852,165
107898832590939,European Commission,European Commission,831,4
176114889652,Kancelaria Premiera,Kancelaria Premiera,831,2
144808095552639,ING Polska,ING Polska,712,8
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Paweł Komarewicz,647,3
147547541961576,Council of the European Union,Council of the European Union,617,8
1227194230675141,Pratia,Pratia SA,614,6
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,610,11
513969188677442,Compassion Polska,Compassion Polska,560,13
136884656519145,IOM Poland,International Organization for Migration,513,9
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,512,13
278193386408043,Fyrtel Główna,Fyrtel Główna,494,1
50063176484,TVN24,TVN,460,7
57544755889,Amnesty International Polska,Amnesty International Polska,431,31
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,423,5
178415208919146,Solidarna Polska,Solidarna Polska,398,3
406758116099067,Fundacja Kasisi,Fundacja Kasisi,388,5
178362315106,European Parliament,European Parliament,367,5
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,361,11
311766890555,Fundacja Batorego,Fundacja Batorego,332,64
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,322,15
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,309,14
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,278,9
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,277,2
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,262,10
200480966638039,Supremacy 1914,These ads ran without a disclaimer,257,2
475584852475176,Pozytron,Bartłomiej Jan Ginter,235,11
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,231,2
111725691638202,Piotr Rycerski - Szef Gabinetu Politycznego Wicepremiera Jacka Sasina,Piotr Rycerski,226,1
173086948664,Infor.pl,Infor.pl,206,12
32104614789,Greenpeace Polska,Greenpeace Polska,206,4
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,206,19
100740295192199,Przychodnia Lekarska Optima Przemyśl,Optima sp. z o.o.,204,3
192564914277830,Zebrra.tv,Zebrra.tv,197,4
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,191,85
366513693549844,Dr Witold Czarnecki - Poseł z Wielkopolski,Dominik Szopa,189,7
293429704566340,Ryszard Świlski,Łukasz Kacper Bejm,183,1
203627442993022,Portal Oświatowy,Wiedza i Praktyka,182,3
490207317852864,Obserwatorium Polityki Miejskiej IRMiR,Instytut Rozwoju Miast i Regionów,177,3
308784726230232,Polskie Stowarzyszenie Zero Waste,Polskie Stowarzyszenie Zero Waste,176,1
142614625077,WWF Polska,WWF Polska,167,3
90194404398,Helsińska Fundacja Praw Człowieka,Helsińska Fundacja Praw Człowieka,154,70
146036558887922,Polski Hokej,Polski Hokej,152,2
1505145733135233,Lubuskie Centrum Winiarstwa,Wojciech Smykowski,144,1
159205967423152,Stowarzyszenie Sursum Corda /w górę serca/,H4People,143,6
76134197129,Radio TOK FM,Kinga Warwas,143,2
436111276479085,Sieć Obywatelska - Watchdog Polska,Sieć Obywatelska - Watchdog Polska,143,14
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,141,1
378777385998461,Grupa MTP,Grupa MTP,139,5
487587700423,Miasto Gdańsk,Miasto Gdańsk,138,2
140982409255721,Miłość nie wyklucza,Miłość nie wyklucza,137,2
292514454554454,Cartrack Polska,Cartrack Polska,136,2
187613920648,Mazowiecka Wspólnota Samorządowa,Mazowiecka Wspólnota Samorządowa,134,3
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,134,2
